Turkish,English
affetti,pardon
ulaşacağım,I will reach the
sekize,eight
tamamladık,we have completed
fırçala,brush
saten,satin
yakalanır,captured
yıldızını,star
mağazayı,store
önerdiği,suggested
sıçradı,bounced
kalbinizi,your heart
malloy,malloy
grönland,Greenland
darth,darth
çekilelim,lets withdraw
affedemem,I can't forgive
edildiniz,you have been in
fazlasının,surplus
yürüsene,wandering
ondaydı,was on her
trust,trust
nazar,evil eye
dİkkat,Caution
tanıyordunuz,you've known
cornelius,cornelius
arayla,apart
karışmasını,mingling
jens,jens
giyersin,you wear
dansta,dance
söylenenlere,to what is said
çıkamadım,couldn't get out of
vurulup,shot
bekletmek,hold
zeta,zeta
korkmalısın,you should be afraid of
bilincin,consciousness
memleketi,homemade
buluşmamızı,To meet our
yaratıldı,created
panthers,panthers
guantanamo,guantanamo
seyrek,rare
kölen,slave
unsur,factor
göndermeden,without sending
tanışmaktan,by meeting
haklarında,on their rights
adios,adios
azap,torment
altınlar,gold
dokunduğunu,touching
bizimkine,ourskine
girerdi,would have entered
coğrafi,geographical
deneye,to the experiment
ganimeti,sparing
postane,post office
durdurabilirsin,you can stop it
karavanın,caravan
seçersen,If you choose
satıcılar,sellers
cummings,cummings
sikişmek,fuck
yemeklere,to the meals
dönüşün,the turn
favorisi,favorable
yüzerken,while swimming
attıktan,from throwing
wick,wick
göndersin,you will send
usb,USB
kombinasyonu,combination
aptalsınız,you are stupid
ziyadesiyle,with rather than
bakmazsan,If you don't look at
kimlere,to whom
çalışmalı,should work
beklentilerini,their expectations
yakalarlar,they catch
dolaşım,circulation
İçmeyi,To drink
temizledik,We have cleared
gelmeyince,not to come
İnançlı,Believer
çukurun,pit
koşuyordu,was running
yüklenmiş,loaded
dergisine,to the magazine
tohumlarını,their seeds
farkları,the differences
infilak,explosion
kovar,shock
alkolle,alcohol
başladıklarında,when they started
garipsin,you're weirdo
gibilerle,they are like
sorusuna,to the question of
gidebileceğim,I can go
bloody,bloody
rüzgârı,wind
yarışmadan,without the contest
eğlenceliymiş,funny
temsilen,representative
aramışlar,they called
beyazları,whites
masör,masseur
fendi,faded
dibindeki,at the bottom of
bağışlayıcı,forgiving
üzülmüştüm,I have been upset
güvenlikle,secular
şaşı,chassis
denerken,While trying
söyleyebiliyorsun,you can tell you
öğrenemezsin,you can't learn
gucci,gucci
ronon,ronon
ödeşmiş,quits
gonzalez,gonzalez
rosewood,rosewood
anteni,antenna
soktular,they have stuck
açılmaya,opening
kılıçlar,swords
bütçeyi,budget
free,free
evlenmeni,marriage
parçasıyız,We are part of
planında,in the plan
faslı,Moroccan
bürokratik,bureaucratic
buruşuk,wrinkled
kaşıkla,spoonfully
tower,tower
ateist,atheist
colette,colette
fantezisi,fantasy
karşılaştırıldığında,compared to
yapsanız,If you do
fontcolor,fontcolor
sure,duration
tırmanıyor,climbs
bağlayabilir,can connect
sismik,seismic
presley,presley
reddetmiş,dedicated
bırakta,left-handed
kesiyoruz,we cut
kafalılar,heads
today,Today
ölmezsin,you don't die
getireceğimi,that I will bring
cebi,pocket
gerçekliğe,to reality
günlükleri,logs
puştun,pussy
bilebiliriz,We can know
tekerlekleri,wheels
aidim,aide
satıyorsunuz,you are selling
okuyorsunuz,you are reading
tanrın,of god
vazgeçecek,will give up on
atışta,in the shot
böbreği,kidney
inanmazlar,they don't believe
yerse,If the place
toplarken,while gathering
sorumluluklarım,my responsibilities
öğrensin,Learn
yılındaki,in the year
anlamayı,to understand
taşımıyor,does not carry
meadow,meadow
kurtuluruz,We are rid of
paketler,packets
puma,puma
yolumda,on my way
getirirdim,I would bring it to
yönetir,governor
keserken,while cutting
çıkaramam,can't take it
ch000000,CH000000
yazdıkları,the ones they write
sunmaktan,offer
dolabının,cabinet
göründün,you appeared
papele,papele
paşam,pash
gömdük,burying
varoş,suburb
oğlanla,with the boy
böğürtlen,Blackberry
kusurları,flaws
devraldı,has taken over
hatırlamazsın,you don't remember
niyetinin,of the intention of
rahatlar,relaxes
fsp-1,FSP-1
toranaga,toranaga
sessizliğin,of silence
istedigin,you want
yatırıp,deposit
zola,zola
aktar,transfer
tanıyacağım,I will get to know
gant,gant
ekvator,equator
sorduğuna,he asked
sersemler,stunned
jenerik,generic
girdiğine,entry
cadıları,witches
twain,twain
köftesi,patties
through,through
uyanmışsın,you woke up.
misket,marble
hayatlarımıza,to our lives
bedende,in the body
görseniz,If you see
bağnaz,bigoted
arasak,interchancing
sevinmedin,you didn't rejoice
anahtara,to the key
boşalmış,discharged
diyemedim,I couldn't say that
dileklerimle,With my wishes
görüntünün,of the image.
nitelikte,strictly
veriyorsan,If you are giving
galeride,gallery
riverside,riverside
stafford,stafford
desteğiniz,your support
alamıyorsun,you can't get
nelle,nelle
çıkmamızı,To our exit
sağlayıp,providing
külüstür,shaky
içkiyle,with a drink
maude,maude
çıt,fence
avanak,simpleton
eşleşen,matching
anlıyorlar,they understand
duyabiliyordum,I could hear
kaplanlar,tigers
dokunmuyor,does not touch
savma,standoff
çiftçinin,the farmer's
torbasını,bump
hikayelerin,your stories
vuracaklar,they will knock
yollayıp,send
karşılaştınız,you encountered
mckenna,mckenna
lenf,lymph
rövanş,revenge
istemediniz,you didn't want to
şöhretli,renowned
şaşırtmadı,did not surprise
basarak,pressing
kasetini,cassette
taciri,tacander
ağzınıza,to your mouth
springer,springer
yapabileceğinin,that you can do
hissetmez,not feeling
altısı,sixth
dünyanı,your world
lei,lei
balonlar,balloons
tobey,tobey
toplanması,gathering
önerdiler,they suggested
hayalindeki,dreamy
finalde,in the final
kuyruğuna,to his tail
buluşman,inventory
duymayan,unstable
yıldızının,star
ameliyathaneyi,the operating room
taneden,from one
âşığım,I am in love
sökmez,disassembled
makara,pulley
dönüştüğü,converted
normalin,of normal
kouga,kougar
mikroplar,germs
macdonald,macdonald
darp,rapturous
ailece,familiar
kafatasında,in the skull of
imreniyorum,I'm envy
koruyamaz,cannot protect
öğrenmemeli,should not learn
bildik,we know
hazırlıyorlar,they are preparing
bahsetmeyelim,Let's not mention
yuvasını,nest
görebilen,sighted
kilometreden,kilometer
crixus,crixus
inanmadın,you did not believe
almışlardı,they had taken
düşünenler,Those who are thinkers
yanlarını,sides
istediyse,If he wanted
mektuba,to the letter
yaşımdaki,aged
yokuz,we are not
sherwood,sherwood
iyileşmeye,recovery
uygulamayı,the app
pryce,pryce
verseydi,If he has given
hansel,hansel
lisenin,of the high school
berk,berk
bankacılık,banking
coney,coney
zincirler,chains
takipte,follow-up
tako,taco
girecektir,will enter
sınavından,from the examination of
oturamam,can't sit
kojiro,kojiro
mahşer,Armageddon
geçirirler,they pass through
kızımıza,to our daughter
futboldan,football
çizikler,scratches
kaval,pipe
şeyinin,of your thing
çağrısını,the call of
tebeşir,chalk
iseniz,If you are
çalındığı,stolen
higgs,Higgs
dolaşmayı,wandering
yıkadın,You washed
holiday,Holiday
koruduğu,preservative
saksafon,saxophone
maynard,maynard
konseyin,Council
yapabiliyorken,While able to
poliçesi,policy
memleket,hometown
gelişir,develops
komünizm,communism
alevleri,flames
hızlıyım,I'm fast
thierry,thierry
önereceğim,I will suggest
yakaladığım,caught
ilerliyorum,I'm progressing
please,please
hafifletmek,mitigate
çekimine,shooting
pelt,pelt
kullanılmamış,unused
simran,simmer
titizlikle,meticulously
adreste,at the address
enerjimi,my energy
guatemala,guatemala
sormayacaksın,You will not ask
adliye,Courthouse
müdürüyle,with the principal
patatesler,potatoes
düşünürdün,you have considered
kaldıracağız,We will remove
köşesinden,from the corner of
pilates,pilates
paylaşım,sharing
çocukluğunu,childhood
kızmak,mad
evlilikle,marriage
vergilerini,dedication
adımızı,our step
sileceğim,I will erase
ayım,myoe
kulağımı,my ear
yaşarmış,livable
İşimden,From my job
öldürttü,has been killed
utancı,embarrassable
suçladım,I blame
sevenler,lovers
saklamam,I don't hide
yakalamıştım,I have captured
topluyorsun,you are collecting
hold,HOLD
uyandıracak,will arouse
eksikliğini,lack of
düşünseydim,If I had thought
cheung,cheung
bulmadın,you have not found
fakültesinden,from the faculty
gidiyorsan,If you are going
dolandırıcılığı,fraud
incelerken,while examining
yakınlardaki,nearby
teklifimiz,our offer
bronco,bronco
yapılmıyor,is not being done
kasete,tape
araştırdın,you researched
bulabileceğimiz,that we can find
hükümetine,to his government
cesetlerden,from the bodies
kayıtlardan,from the records
yaşayamayız,We cannot live
donanımı,hardware
busan,busan
boklar,shits
yapıya,to the structure
harçlık,allowance
nikâh,wedding
çeyiz,dowry
işedi,pissed
yokluğunu,the absence of
oynayamam,I can't play
matematikçi,mathematician
olacaksam,If I'm going to be
degildir,noticeable
gemime,beside
sızma,infiltration
hartley,hartley
göremediğim,I can't see
ödemelisin,you have to pay
pürüz,roughness
sigaralar,cigarettes
sinirler,nerves
dersimiz,our lesson
dışını,exterior
constantine,Constantine
başladığımı,that I started
öpmeyi,kissing
kayışı,apricot
gönüllüyüm,I'm volunteered
eğittim,I trained
eziğin,lamentable
ailemizde,In our family
kitaplarına,to their books
karınım,my tummy
clarissa,clarissa
fotoğrafımızı,our photograph
şaşmamak,stand out
atmıyorsun,you don't atmate
ekleyeceğim,I will add
eteği,skirt
şarabını,gear
duval,duval
ayakkabım,my shoe
suçluya,guilty
gelişinde,in the arrival of
görüşümü,my opinion
çatlağın,crack
götümü,dent
berman,berman
geleneklere,to traditions
programlarını,their programs
topuna,to the ball
yaratıklardan,from creatures
ağlarım,I cry
ineyim,let me down
çekmişler,they withdrawn
sıkıcısın,you are firmly
oynamaz,do not play
sıkıştırma,compression
kodlar,codes
getirirse,If it brings
atmamız,we toss
çıkmasından,out
kafamız,our head
çağırırız,we call it
yerleşik,settled
ejderhanın,your dragon's
haddie,straddle
sonra-,later-
sınırların,borders
titriyordu,was trembling
konuşursunuz,you talk to
wolfgang,wolfgang
etiyopya,Ethiopia
biriktirdim,I have accumulated
kiralayan,renter
çekmeceye,to the drawer
onunlayken,her
geçiremem,I can't undergo
sokması,stinging
etkiye,effect
incir,FIG
kalanınız,you are remaining
öldürecektin,you to kill
konuşmada,in conversation
sağlamanın,of providing
kapatmadan,without closing
kafi,sufficient
gömleğim,my shirt
jemma,jemma
geçirirsem,If I spend it
cath,cath
bilinçaltı,subconscious
kuşkum,essential
ücretin,your fee
karşılıyorum,I'm welcome
lindy,lindy
yaşlılara,senior
tyra,tyra
guk,gap
dağılabilirsiniz,you can disperse
izleyemem,can't watch it
özgeçmiş,resume
ünvan,title
basınçlı,compressed
seçersin,you choose
katından,from the floor of
kaynaklarına,to their resources
tekrarlamak,repeat
gelecekle,with the future
ensest,incest
şiirleri,poems
korktukları,they are afraid of
gazetelerden,from newspapers
annika,Annika
kapamak,close
kalitede,of quality
hissettik,we felt
makyajını,make up
maud,maud
olaydaki,incident
kepçe,ladle
düzenliyoruz,We are organizing
sage,sage
çıkarsınız,you are interested
aferim,well done
doldurma,filling
yaptığımızdan,As we do
gözümle,with my eye
damarına,to the vein
bağladık,we have tied up
hakettin,you deserved it
kurnazlık,cunning
uyanırsa,If it wakes up
yaştan,age
dışarıdaydım,I was out side
tipli,typical
rencide,rendering
paylaştı,shared
eserin,permanent
mangası,squad
yararlanmak,benefit
lak,lac
ettiysen,If you have tipped
barınağı,shelter
olmayabilirsin,You may not be
popom,poplock
silin,shilling
yetkimiz,our authority
sigortan,insubordinate
dövüşeceğim,I'm going to fight
eminsiniz,you are sure
cenazeyi,the funeral
tümörün,tumor
ekipmanlar,equipment
uyuyana,sleepy
kalbiyle,with the heart of
gördüğümüzü,we have seen
çelimsiz,frail
bridgette,bridgette
davranmasını,act
sistemimizin,Our system is
oyuk,cavity
balıklama,fishing
arkadaşındı,he was friend
dolapları,Cabinets
bizlerle,with us
lütfeder,grace
beğendiğine,liking
testlere,to the tests
zaferini,victory
neredeydim,Where I Was
sinan,sinan
açarlar,they turn on
havasına,in the air
droid,droid
ayrılmadım,I haven't left
seferden,atmosphere
kuyunun,well
arkadaşlarımızın,of our friends.
sapla,stalk
kontrolünden,from checkout
cebindeki,pocket
gevşet,loosening
kapadı,closed
yalanla,lie
biriminin,of the unit of
bıkmış,sick of
kavramını,of the concept of
tinker,tinker
kanaldan,from the channel
hayallere,to dreams
ulaştığı,reached
dinleneceğim,I will rest
dünyamı,my world
shao,shao
pheebs,pheebs
seçimde,in the election
kaçakları,leaks
nascar,nascar
haritaları,maps
adanmış,dedicated
eun-chae,eun-chae
sınırının,the limit of
kameram,my camera
çalışmanızı,your work
ufaklığın,minor
nasılda,howly
listesindeki,list of
çiçeklerini,their blossom
maratonu,marathon
sekizi,eight
olamadık,we could not have been
ventura,ventura
unutmanı,forget
seol,Seol
buradaydılar,They were here
İnterpol,Interpol
bekârlığa,bachelor
görüşmeni,discussion
göndereceğini,that you will send
tanışalım,let's meet
nezarete,catering
uyuyacağız,we will sleep
geziniyor,navigates
neyseki,neyseki
garajdan,from the garage
dükkânın,shop
alırdınız,you have received
pompey,pompy
dory,dory
redding,redding
izimi,trail
atlamayı,lapse
heykeller,statues
amaçsızca,aimlessly
buluncaya,on
sahibidir,is the owner
adamlarımızdan,from our men
tayım,gym
eyaletinde,in the state of
hakkındakileri,on
konstantin,Constantine
denklem,equation
gelseydin,If you were coming
kutularını,their boxes
hareketinin,of the movement of
öleceği,ing
belirtmeliyim,I have to specify
sosyetik,sociable
nakde,cash
karıştın,you are mingled
amcanı,uncle
yoruyor,tires
saygımı,my respect
yatıracağım,I will deposit
çantasından,from the bag
kuzenimi,my cousin
kuruşunu,herd
duygularınızı,your feelings
randevumu,my appointment
kaydediyoruz,We are saving
dalgalarını,their waves
marvel,marvel
kararımızı,our decision
tarifine,recipe
savaşmış,fought
uzaklaştım,I walked away
anlatacağını,whether to tell
düşünmemizi,that we think about
file,net
kurmaktan,on
sayısal,digital
katılıyorsun,you are attending
gençliğimde,in my youth
öldürülür,killed
görüşmeniz,your interview
kurtarırken,While recovering
aldığınızda,When you receive it
korkmayan,afraid
öfkemi,rummy
giymiyorsun,you are not wearing
bırakacaktım,I was going to leave
susannah,susannah
sevemez,cannot love
cüzdanın,your wallet
hatırlarsanız,If you remember
istemeyi,wanting
gömleğinin,your shirt
vuku,vet
doruk,peak
taşındılar,they moved
sorularla,with questions
kullanabilecek,able to use
hayatini,lifetime
sözlerinin,of one's words
sevmezdim,I wouldn't like it
soyuldum,I'm robbed
aranmış,wandering
söylerlerdi,they would say
kullanılamaz,unavailable
uyuyoruz,We are sleeping
ciddiydi,was serious
stubbs,stubbs
duymasın,Don't hear the
yakalamadan,without catching
celbi,spent
uğradığımı,I have been on
çözmeliyiz,We have to solve
götüm,gay
gömün,bury
kızlarımı,my daughters
görevlendirildim,I have been assigned
dinlemeliydim,I should have listened to
tehlikedesin,you are dangerous
ailemizden,from our family
profiline,to the profile of
narsist,narcissist
bobbi,bobbi
üzülürüm,I'm sorry
henrietta,henrietta
seeley,seeley
yeğenini,nephew
anlayışına,to the understanding of
öldürüyordum,I was killing
uzmana,to the specialist
haklisin,you are right
hissetmelisin,you should feel
süremez,ridiculous
geçtiğin,that you crossed
mozzie,mozzie
